Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       3/9           numarith [150]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [105]
[163]    0.0    0.00    0.00       1         luaS_init [163]
                0.00    0.00       1/359         internshrstr [119]
                0.00    0.00       1/20000364     luaM_malloc_ [21]
                0.00    0.00       1/2           luaE_warnerror [278]
                0.00    0.00       1/49          luaC_fix [201]
-----------------------------------------------
                0.00    0.00       2/16          createlabel [180]
                0.00    0.00       2/16          forbody <cycle 2> [107]
                0.00    0.00       5/16          body <cycle 2> [63]
                0.00    0.00       7/16          statement <cycle 2> [44]
[164]    0.0    0.00    0.00      16         adjustlocalvars [164]
                0.00    0.00      24/357         luaM_growaux_ [134]
-----------------------------------------------
                0.00    0.00       8/22          body <cycle 2> [63]
                0.00    0.00      14/22          statement <cycle 2> [44]
[165]    0.0    0.00    0.00      22         new_localvar [165]
                0.00    0.00      22/357         luaM_growaux_ [134]
-----------------------------------------------
                0.00    0.00       1/1           luaY_parser [34]
[166]    0.0    0.00    0.00       1         luaX_setinput [166]
                0.00    0.00       1/359         internshrstr [119]
                0.00    0.00       1/108         luaM_saferealloc_ [129]
                0.00    0.00       1/366         luaS_newlstr [141]
-----------------------------------------------
                0.00    0.00       1/63          statement <cycle 2> [44]
                0.00    0.00       2/63          check_match [36]
                0.00    0.00       4/63          exp1 [76]
                0.00    0.00       5/63          body <cycle 2> [63]
                0.00    0.00       6/63          luaK_exp2anyreg [106]
                0.00    0.00      10/63          funcargs <cycle 3> [56]
                0.00    0.00      16/63          suffixedexp <cycle 3> [65]
                0.00    0.00      19/63          explist <cycle 3> [93]
[167]    0.0    0.00    0.00      63         luaK_exp2nextreg [167]
                0.00    0.00      63/191         luaK_dischargevars [155]
                0.00    0.00      63/77          luaK_reserveregs [200]
                0.00    0.00       9/48          freeregs [202]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_utf8 [82]
                0.00    0.00       3/4           luaL_pushresult [172]
[168]    0.0    0.00    0.00       4         lua_pushlstring [168]
                0.00    0.00       1/359         internshrstr [119]
                0.00    0.00       4/366         luaS_newlstr [141]
-----------------------------------------------
                                   1             pmain <cycle 1> [46]
[169]    0.0    0.00    0.00       1         luaL_loadfilex <cycle 1> [169]
                0.00    0.00       1/6           lua_pushfstring [152]
                0.00    0.00       1/8           lua_gettop [243]
                0.00    0.00       1/1           skipcomment [293]
                0.00    0.00       1/13          lua_tolstring [231]
                0.00    0.00       1/17          lua_rotate [220]
                0.00    0.00       1/82          lua_settop [199]
                                   1             lua_load <cycle 1> [289]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [29]
[170]    0.0    0.00    0.00       1         luaF_close [170]
                0.00    0.00       1/10000002     luaF_closeupval [27]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [105]
[171]    0.0    0.00    0.00       1         stack_init [171]
                0.00    0.00       1/20000364     luaM_malloc_ [21]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[172]    0.0    0.00    0.00       3         luaL_pushresult [172]
                0.00    0.00       3/4           lua_pushlstring [168]
                0.00    0.00       3/17          lua_rotate [220]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [10]
[173]    0.0    0.00    0.00       2         luaD_reallocstack [173]
                0.00    0.00       2/152         luaM_realloc_ [126]
                0.00    0.00       2/2           correctstack [274]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [46]
[174]    0.0    0.00    0.00       1         lua_getglobal [174]
                0.00    0.00       1/323         luaS_new [120]
                0.00    0.00       1/373         luaH_getstr [185]
-----------------------------------------------
                0.00    0.00      53/676         gethexa [184]
                0.00    0.00     623/676         llex [74]
[175]    0.0    0.00    0.00     676         save [175]
                0.00    0.00       1/108         luaM_saferealloc_ [129]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [119]
[176]    0.0    0.00    0.00       1         luaS_resize [176]
                0.00    0.00       1/152         luaM_realloc_ [126]
-----------------------------------------------
                                   2             forbody <cycle 2> [107]
[177]    0.0    0.00    0.00       2         block <cycle 2> [177]
                0.00    0.00       2/14          leaveblock [159]
                                   2             statement <cycle 2> [44]
-----------------------------------------------
                0.00    0.00       1/4           luaY_parser [34]
                0.00    0.00       3/4           singlevaraux [179]
[178]    0.0    0.00    0.00       4         allocupvalue [178]
                0.00    0.00       4/357         luaM_growaux_ [134]
-----------------------------------------------
                                  39             singlevaraux [179]
                0.00    0.00      90/90          singlevar [68]
[179]    0.0    0.00    0.00      90+39      singlevaraux [179]
                0.00    0.00       3/4           allocupvalue [178]
                                  39             singlevaraux [179]
-----------------------------------------------
                0.00    0.00       2/2           leaveblock [159]
[180]    0.0    0.00    0.00       2         createlabel [180]
                0.00    0.00       2/16          adjustlocalvars [164]
                0.00    0.00       2/4           luaK_getlabel [256]
-----------------------------------------------
                0.00    0.00       3/46          luaH_getstr [185]
                0.00    0.00       4/46          luaH_get [45]
                0.00    0.00      18/46          luaH_free [128]
                0.00    0.00      21/46          luaH_resize <cycle 4> [50]
[181]    0.0    0.00    0.00      46         getgeneric [181]
                0.00    0.00       7/580         luaS_newudata [153]
                0.00    0.00       3/3           luaS_eqlngstr [268]
-----------------------------------------------
                                   1             pmain <cycle 1> [46]
[182]    0.0    0.00    0.00       1         docall <cycle 1> [182]
                0.00    0.00       1/167         lua_pushcclosure [145]
                0.00    0.00       2/17          lua_rotate [220]
                0.00    0.00       2/2           setsignal [281]
                0.00    0.00       1/8           lua_gettop [243]
                0.00    0.00       1/82          lua_settop [199]
                                   1             lua_pcallk <cycle 1> [290]
-----------------------------------------------
                0.00    0.00       2/2           test_then_block <cycle 2> [80]
[183]    0.0    0.00    0.00       2         luaK_goiftrue [183]
                0.00    0.00       2/191         luaK_dischargevars [155]
                0.00    0.00       2/42          removelastlineinfo [205]
                0.00    0.00       2/2           luaK_concat [279]
                0.00    0.00       2/6           patchlistaux [251]
-----------------------------------------------
                0.00    0.00      17/17          llex [74]
[184]    0.0    0.00    0.00      17         gethexa [184]
                0.00    0.00      53/676         save [175]
                0.00    0.00      40/40          check_next2 [206]
                0.00    0.00      17/17          luaO_str2num [218]
-----------------------------------------------
                0.00    0.00       1/373         lua_getglobal [174]
                0.00    0.00      36/373         lua_getfield [133]
                0.00    0.00     122/373         luaX_newstring [73]
                0.00    0.00     214/373         auxsetstr [53]
[185]    0.0    0.00    0.00     373         luaH_getstr [185]
                0.00    0.00       3/46          getgeneric [181]
-----------------------------------------------
                0.00    0.00       1/571441      propagatemark [24]
                0.00    0.00  571440/571441      atomic [13]
[186]    0.0    0.00    0.00  571441         clearbyvalues [186]
-----------------------------------------------
                0.00    0.00  571440/571440      finishgencycle [192]
[187]    0.0    0.00    0.00  571440         correctgraylist [187]
-----------------------------------------------
                0.00    0.00  285720/285720      atomic [13]
[188]    0.0    0.00    0.00  285720         clearbykeys [188]
-----------------------------------------------
                0.00    0.00  285720/285720      atomic [13]
[189]    0.0    0.00    0.00  285720         convergeephemerons [189]
-----------------------------------------------
                0.00    0.00       1/142868      lua_gc [121]
                0.00    0.00       1/142868      entergen [122]
                0.00    0.00  142866/142868      luaC_step [12]
[190]    0.0    0.00    0.00  142868         luaE_setdebt [190]
-----------------------------------------------
                0.00    0.00       1/142861      singlestep [135]
                0.00    0.00  142860/142861      atomic [13]
[191]    0.0    0.00    0.00  142861         markbeingfnz [191]
-----------------------------------------------
                0.00    0.00       1/142860      entergen [122]
                0.00    0.00  142859/142860      luaC_step [12]
[192]    0.0    0.00    0.00  142860         finishgencycle [192]
                0.00    0.00  571440/571440      correctgraylist [187]
-----------------------------------------------
                0.00    0.00       2/382         lua_rawgeti [51]
                0.00    0.00       2/382         lua_len [61]
                0.00    0.00       3/382         lua_isinteger [270]
                0.00    0.00       3/382         lua_tonumberx [273]
                0.00    0.00       3/382         lua_rawget [98]
                0.00    0.00       5/382         lua_setmetatable [157]
                0.00    0.00       6/382         lua_type [248]
                0.00    0.00       6/382         lua_tointegerx [247]
                0.00    0.00       6/382         lua_rawseti [31]
                0.00    0.00      10/382         lua_touserdata [238]
                0.00    0.00      11/382         lua_toboolean [237]
                0.00    0.00      13/382         lua_tolstring [231]
                0.00    0.00      15/382         lua_getmetatable [226]
                0.00    0.00      18/382         lua_rawequal [242]
                0.00    0.00      36/382         lua_getfield [133]
                0.00    0.00      40/382         lua_pushvalue [208]
                0.00    0.00     203/382         lua_setfield [196]
[193]    0.0    0.00    0.00     382         index2value [193]
-----------------------------------------------
                0.00    0.00      17/254         addk [66]
                0.00    0.00      34/254         luaX_newstring [73]
                0.00    0.00     203/254         luaV_finishset [52]
[194]    0.0    0.00    0.00     254         luaH_finishset [194]
-----------------------------------------------
                0.00    0.00     236/236         freeobj [15]
[195]    0.0    0.00    0.00     236         luaS_remove [195]
-----------------------------------------------
                0.00    0.00       1/203         luaopen_string [78]
                0.00    0.00       1/203         luaopen_utf8 [82]
                0.00    0.00       2/203         luaL_newmetatable [100]
                0.00    0.00       2/203         luaopen_base [58]
                0.00    0.00       2/203         createstdfile [103]
                0.00    0.00       2/203         setpath [104]
                0.00    0.00       3/203         luaL_getsubtable [92]
                0.00    0.00       4/203         luaopen_io [71]
                0.00    0.00       4/203         luaopen_math [77]
                0.00    0.00       5/203         luaopen_package [32]
                0.00    0.00      10/203         luaL_requiref <cycle 1> [81]
                0.00    0.00     167/203         warnfon [57]
[196]    0.0    0.00    0.00     203         lua_setfield [196]
                0.00    0.00     203/382         index2value [193]
-----------------------------------------------
                0.00    0.00      21/110         luaH_free [128]
                0.00    0.00      23/110         propagatemark [24]
                0.00    0.00      25/110         luaH_newkey <cycle 4> [72]
                0.00    0.00      41/110         luaH_resize <cycle 4> [50]
[197]    0.0    0.00    0.00     110         luaH_realasize [197]
-----------------------------------------------
                0.00    0.00       4/96          restassign [64]
                0.00    0.00      28/96          statement <cycle 2> [44]
                0.00    0.00      64/96          subexpr <cycle 3> [94]
[198]    0.0    0.00    0.00      96         luaE_incCstack [198]
-----------------------------------------------
                0.00    0.00       1/82          docall <cycle 1> [182]
                0.00    0.00       1/82          pmain <cycle 1> [46]
                0.00    0.00       1/82          luaL_newmetatable [100]
                0.00    0.00       1/82          luaL_loadfilex <cycle 1> [169]
                0.00    0.00       1/82          luaopen_base [58]
                0.00    0.00       1/82          luaopen_coroutine [85]
                0.00    0.00       1/82          luaopen_debug [83]
                0.00    0.00       1/82          luaopen_os [86]
                0.00    0.00       1/82          luaopen_table [84]
                0.00    0.00       1/82          luaopen_utf8 [82]
                0.00    0.00       2/82          luaL_len [59]
                0.00    0.00       2/82          setpath [104]
                0.00    0.00       3/82          luaL_addvalue [264]
                0.00    0.00       3/82          luaL_getmetafield [97]
                0.00    0.00       3/82          luaL_getsubtable [92]
                0.00    0.00       3/82          luaB_print [102]
                0.00    0.00       3/82          luaopen_math [77]
                0.00    0.00       3/82          luaopen_package [32]
                0.00    0.00       3/82          str_format [101]
                0.00    0.00       4/82          luaopen_io [71]
                0.00    0.00       4/82          luaopen_string [78]
                0.00    0.00       9/82          luaL_testudata [149]
                0.00    0.00      10/82          luaL_openlibs <cycle 1> [88]
                0.00    0.00      20/82          luaL_requiref <cycle 1> [81]
[199]    0.0    0.00    0.00      82         lua_settop [199]
-----------------------------------------------
                0.00    0.00       1/77          funcargs <cycle 3> [56]
                0.00    0.00       2/77          forbody <cycle 2> [107]
                0.00    0.00       3/77          statement <cycle 2> [44]
                0.00    0.00       3/77          restassign [64]
                0.00    0.00       5/77          body <cycle 2> [63]
                0.00    0.00      63/77          luaK_exp2nextreg [167]
[200]    0.0    0.00    0.00      77         luaK_reserveregs [200]
-----------------------------------------------
                0.00    0.00       1/49          luaS_init [163]
                0.00    0.00      23/49          luaX_init [138]
                0.00    0.00      25/49          luaT_init [136]
[201]    0.0    0.00    0.00      49         luaC_fix [201]
-----------------------------------------------
                0.00    0.00       2/48          luaK_storevar [110]
                0.00    0.00       4/48          statement <cycle 2> [44]
                0.00    0.00       6/48          restassign [64]
                0.00    0.00       7/48          finishbinexpval [114]
                0.00    0.00       9/48          luaK_exp2nextreg [167]
                0.00    0.00       9/48          luaK_posfix [108]
                0.00    0.00      11/48          luaK_exp2RK [109]
[202]    0.0    0.00    0.00      48         freeregs [202]
                0.00    0.00      39/44          luaY_nvarstack [203]
                0.00    0.00       7/22          tonumeral [215]
-----------------------------------------------
                0.00    0.00       5/44          luaK_dischargevars [155]
                0.00    0.00      39/44          freeregs [202]
[203]    0.0    0.00    0.00      44         luaY_nvarstack [203]
-----------------------------------------------
                0.00    0.00      43/43          llex [74]
[204]    0.0    0.00    0.00      43         inclinenumber [204]
                0.00    0.00       2/3           luaZ_fill [269]
-----------------------------------------------
                0.00    0.00       2/42          patchlistaux [251]
                0.00    0.00       2/42          luaK_goiftrue [183]
                0.00    0.00       2/42          luaK_finish [232]
                0.00    0.00      14/42          finishbinexpval [114]
                0.00    0.00      22/42          luaK_fixline [214]
[205]    0.0    0.00    0.00      42         removelastlineinfo [205]
-----------------------------------------------
                0.00    0.00      40/40          gethexa [184]
[206]    0.0    0.00    0.00      40         check_next2 [206]
-----------------------------------------------
                0.00    0.00       1/40          luaH_newkey <cycle 4> [72]
                0.00    0.00      39/40          luaH_resize <cycle 4> [50]
[207]    0.0    0.00    0.00      40         luaO_ceillog2 [207]
-----------------------------------------------
                0.00    0.00       1/40          luaL_newmetatable [100]
                0.00    0.00       1/40          luaopen_base [58]
                0.00    0.00       2/40          createstdfile [103]
                0.00    0.00       2/40          luaopen_string [78]
                0.00    0.00       3/40          warnfon [57]
                0.00    0.00       3/40          luaL_tolstring [95]
                0.00    0.00       3/40          luaL_getsubtable [92]
                0.00    0.00       5/40          luaopen_package [32]
                0.00    0.00      20/40          luaL_requiref <cycle 1> [81]
[208]    0.0    0.00    0.00      40         lua_pushvalue [208]
                0.00    0.00      40/382         index2value [193]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [89]
                0.00    0.00      32/37          singlevar [68]
[209]    0.0    0.00    0.00      37         luaK_exp2anyregup [209]
-----------------------------------------------
                0.00    0.00       9/34          luaL_testudata [149]
                0.00    0.00      25/34          addk [66]
[210]    0.0    0.00    0.00      34         luaV_equalobj [210]
-----------------------------------------------
                0.00    0.00       4/31          luaV_execute <cycle 1> [2]
                0.00    0.00      27/31          luaD_precall <cycle 1> [10]
[211]    0.0    0.00    0.00      31         luaD_poscall [211]
-----------------------------------------------
                0.00    0.00      29/29          luaV_execute <cycle 1> [2]
[212]    0.0    0.00    0.00      29         luaG_traceexec [212]
-----------------------------------------------
                0.00    0.00       2/23          forbody <cycle 2> [107]
                0.00    0.00       2/23          test_then_block <cycle 2> [80]
                0.00    0.00       4/23          statement <cycle 2> [44]
                0.00    0.00       5/23          restassign [64]
                0.00    0.00      10/23          body <cycle 2> [63]
[213]    0.0    0.00    0.00      23         checknext [213]
-----------------------------------------------
                0.00    0.00       2/22          forbody <cycle 2> [107]
                0.00    0.00       4/22          statement <cycle 2> [44]
                0.00    0.00      16/22          funcargs <cycle 3> [56]
[214]    0.0    0.00    0.00      22         luaK_fixline [214]
                0.00    0.00      22/42          removelastlineinfo [205]
-----------------------------------------------
                0.00    0.00       3/22          luaK_posfix [108]
                0.00    0.00       4/22          codearith [254]
                0.00    0.00       7/22          freeregs [202]
                0.00    0.00       8/22          luaK_infix [112]
[215]    0.0    0.00    0.00      22         tonumeral [215]
-----------------------------------------------
                0.00    0.00      19/19          luaO_pushvfstring [151]
[216]    0.0    0.00    0.00      19         addstr2buff [216]
-----------------------------------------------
                0.00    0.00       1/19          body <cycle 2> [63]
                0.00    0.00       1/19          subexpr <cycle 3> [94]
                0.00    0.00       1/19          luaY_parser [34]
                0.00    0.00      16/19          funcargs <cycle 3> [56]
[217]    0.0    0.00    0.00      19         luaK_codeABCk [217]
-----------------------------------------------
                0.00    0.00      17/17          gethexa [184]
[218]    0.0    0.00    0.00      17         luaO_str2num [218]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [46]
                0.00    0.00      16/17          warnfon [57]
[219]    0.0    0.00    0.00      17         lua_pushboolean [219]
-----------------------------------------------
                0.00    0.00       1/17          pmain <cycle 1> [46]
                0.00    0.00       1/17          luaL_loadfilex <cycle 1> [169]
                0.00    0.00       2/17          docall <cycle 1> [182]
                0.00    0.00       3/17          luaL_pushresult [172]
                0.00    0.00      10/17          luaL_requiref <cycle 1> [81]
[220]    0.0    0.00    0.00      17         lua_rotate [220]
-----------------------------------------------
                                   6             luaD_rawrunprotected <cycle 1> [29]
                                  10             lua_callk <cycle 1> [236]
[221]    0.0    0.00    0.00      16         luaD_callnoyield <cycle 1> [221]
                                  16             luaD_precall <cycle 1> [10]
                                   1             luaV_execute <cycle 1> [2]
-----------------------------------------------
                0.00    0.00       1/16          pmain <cycle 1> [46]
                0.00    0.00      15/16          luaL_setfuncs [224]
[222]    0.0    0.00    0.00      16         luaL_checkstack [222]
                0.00    0.00      16/16          lua_checkstack [223]
-----------------------------------------------
                0.00    0.00      16/16          luaL_checkstack [222]
[223]    0.0    0.00    0.00      16         lua_checkstack [223]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [58]
                0.00    0.00       1/15          luaopen_coroutine [85]
                0.00    0.00       1/15          luaopen_debug [83]
                0.00    0.00       1/15          luaopen_os [86]
                0.00    0.00       1/15          luaopen_table [84]
                0.00    0.00       1/15          luaopen_utf8 [82]
                0.00    0.00       2/15          luaopen_math [77]
                0.00    0.00       2/15          luaopen_package [32]
                0.00    0.00       2/15          luaopen_string [78]
                0.00    0.00       3/15          luaopen_io [71]
[224]    0.0    0.00    0.00      15         luaL_setfuncs [224]
                0.00    0.00      15/16          luaL_checkstack [222]
-----------------------------------------------
                0.00    0.00       3/15          luaL_getsubtable [92]
                0.00    0.00       6/15          luaL_callmeta [96]
                0.00    0.00       6/15          luaL_tolstring [95]
[225]    0.0    0.00    0.00      15         lua_absindex [225]
-----------------------------------------------
                0.00    0.00       6/15          luaL_getmetafield [97]
                0.00    0.00       9/15          luaL_testudata [149]
[226]    0.0    0.00    0.00      15         lua_getmetatable [226]
                0.00    0.00      15/382         index2value [193]
-----------------------------------------------
                0.00    0.00      14/14          lua_getfield [133]
[227]    0.0    0.00    0.00      14         luaV_finishget [227]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [44]
                0.00    0.00       9/13          restassign [64]
[228]    0.0    0.00    0.00      13         check_readonly [228]
-----------------------------------------------
                0.00    0.00       6/13          check_match [36]
                0.00    0.00       7/13          statement <cycle 2> [44]
[229]    0.0    0.00    0.00      13         luaK_ret [229]
-----------------------------------------------
                0.00    0.00      13/13          luaS_newudata [153]
[230]    0.0    0.00    0.00      13         luaS_hashlongstr [230]
-----------------------------------------------
                0.00    0.00       1/13          luaL_loadfilex <cycle 1> [169]
                0.00    0.00       3/13          luaL_addvalue [264]
                0.00    0.00       3/13          luaL_checklstring [266]
                0.00    0.00       3/13          luaB_print [102]
                0.00    0.00       3/13          str_format [101]
[231]    0.0    0.00    0.00      13         lua_tolstring [231]
                0.00    0.00      13/382         index2value [193]
-----------------------------------------------
                0.00    0.00       5/11          llex [74]
                0.00    0.00       6/11          check_match [36]
[232]    0.0    0.00    0.00      11         luaK_finish [232]
                0.00    0.00       2/42          removelastlineinfo [205]
-----------------------------------------------
                0.00    0.00       1/11          pmain <cycle 1> [46]
                0.00    0.00      10/11          luaL_openlibs <cycle 1> [88]
[233]    0.0    0.00    0.00      11         lua_setglobal [233]
-----------------------------------------------
                0.00    0.00       2/10          statement <cycle 2> [44]
                0.00    0.00       4/10          check_match [36]
                0.00    0.00       4/10          funcargs <cycle 3> [56]
[234]    0.0    0.00    0.00      10         luaK_setreturns [234]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [46]
                0.00    0.00       1/10          luaopen_coroutine [85]
                0.00    0.00       1/10          luaopen_debug [83]
                0.00    0.00       1/10          luaopen_io [71]
                0.00    0.00       1/10          luaopen_math [77]
                0.00    0.00       1/10          luaopen_package [32]
                0.00    0.00       1/10          luaopen_os [86]
                0.00    0.00       1/10          luaopen_string [78]
                0.00    0.00       1/10          luaopen_table [84]
                0.00    0.00       1/10          luaopen_utf8 [82]
[235]    0.0    0.00    0.00      10         luaL_checkversion_ [235]
                0.00    0.00      10/10          lua_version [239]
-----------------------------------------------
                                  10             luaL_requiref <cycle 1> [81]
[236]    0.0    0.00    0.00      10         lua_callk <cycle 1> [236]
                                  10             luaD_callnoyield <cycle 1> [221]
-----------------------------------------------
                0.00    0.00      10/10          luaL_requiref <cycle 1> [81]
[237]    0.0    0.00    0.00      10         lua_toboolean [237]
                0.00    0.00      11/382         index2value [193]
-----------------------------------------------
                0.00    0.00       1/10          pmain <cycle 1> [46]
                0.00    0.00       9/10          luaL_testudata [149]
[238]    0.0    0.00    0.00      10         lua_touserdata [238]
                0.00    0.00      10/382         index2value [193]
-----------------------------------------------
                0.00    0.00      10/10          luaL_checkversion_ [235]
[239]    0.0    0.00    0.00      10         lua_version [239]
-----------------------------------------------
                0.00    0.00       4/9           forbody <cycle 2> [107]
                0.00    0.00       5/9           body <cycle 2> [63]
[240]    0.0    0.00    0.00       9         luaK_codeABx [240]
-----------------------------------------------
                0.00    0.00       9/9           str_format [101]
[241]    0.0    0.00    0.00       9         luaL_prepbuffsize [241]
-----------------------------------------------
                0.00    0.00       9/9           luaL_testudata [149]
[242]    0.0    0.00    0.00       9         lua_rawequal [242]
                0.00    0.00      18/382         index2value [193]
-----------------------------------------------
                0.00    0.00       1/8           docall <cycle 1> [182]
                0.00    0.00       1/8           luaL_loadfilex <cycle 1> [169]
                0.00    0.00       3/8           luaB_print [102]
                0.00    0.00       3/8           str_format [101]
[243]    0.0    0.00    0.00       8         lua_gettop [243]
-----------------------------------------------
                0.00    0.00       2/8           luaopen_math [77]
                0.00    0.00       6/8           os_clock [250]
[244]    0.0    0.00    0.00       8         lua_pushnumber [244]
-----------------------------------------------
                                   1             luaD_protectedparser <cycle 1> [154]
                                   2             lua_pcallk <cycle 1> [290]
               20.35    2.98       4/6           GCTM [5]
[245]    0.0    0.00    0.00       7         luaD_pcall <cycle 1> [245]
                                   7             luaD_rawrunprotected <cycle 1> [29]
-----------------------------------------------
                0.00    0.00       6/6           checkformat [261]
[246]    0.0    0.00    0.00       6         get2digits [246]
-----------------------------------------------
                0.00    0.00       1/6           pmain <cycle 1> [46]
                0.00    0.00       2/6           luaL_len [59]
                0.00    0.00       3/6           luaL_tolstring [95]
[247]    0.0    0.00    0.00       6         lua_tointegerx [247]
                0.00    0.00       6/382         index2value [193]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [95]
[248]    0.0    0.00    0.00       6         lua_type [248]
                0.00    0.00       6/382         index2value [193]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [34]
                0.00    0.00       5/6           body <cycle 2> [63]
[249]    0.0    0.00    0.00       6         open_func [249]
-----------------------------------------------
                0.00    0.00       6/6           luaD_precall <cycle 1> [10]
[250]    0.0    0.00    0.00       6         os_clock [250]
                0.00    0.00       6/8           lua_pushnumber [244]
-----------------------------------------------
                0.00    0.00       2/6           statement <cycle 2> [44]
                0.00    0.00       2/6           test_then_block <cycle 2> [80]
                0.00    0.00       2/6           luaK_goiftrue [183]
[251]    0.0    0.00    0.00       6         patchlistaux [251]
                0.00    0.00       2/2           patchtestreg [280]
                0.00    0.00       2/42          removelastlineinfo [205]
-----------------------------------------------
                0.00    0.00       2/5           luaK_int [99]
                0.00    0.00       3/5           discharge2reg [91]
[252]    0.0    0.00    0.00       5         luaK_codek [252]
-----------------------------------------------
                0.00    0.00       1/5           luaK_posfix [108]
                0.00    0.00       2/5           restassign [64]
                0.00    0.00       2/5           luaK_infix [112]
[253]    0.0    0.00    0.00       5         luaK_setoneret [253]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [108]
[254]    0.0    0.00    0.00       4         codearith [254]
                0.00    0.00       4/22          tonumeral [215]
-----------------------------------------------
                0.00    0.00       4/4           luaD_rawrunprotected <cycle 1> [29]
[255]    0.0    0.00    0.00       4         dothecall [255]
-----------------------------------------------
                0.00    0.00       2/4           createlabel [180]
                0.00    0.00       2/4           forbody <cycle 2> [107]
[256]    0.0    0.00    0.00       4         luaK_getlabel [256]
-----------------------------------------------
                0.00    0.00       2/4           statement <cycle 2> [44]
                0.00    0.00       2/4           test_then_block <cycle 2> [80]
[257]    0.0    0.00    0.00       4         luaK_patchtohere [257]
-----------------------------------------------
                0.00    0.00       4/4           GCTM [5]
[258]    0.0    0.00    0.00       4         luaT_gettmbyobj [258]
-----------------------------------------------
                0.00    0.00       1/4           setseed [292]
                0.00    0.00       3/4           luaopen_math [77]
[259]    0.0    0.00    0.00       4         lua_pushinteger [259]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[260]    0.0    0.00    0.00       3         addlenmod [260]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[261]    0.0    0.00    0.00       3         checkformat [261]
                0.00    0.00       6/6           get2digits [246]
-----------------------------------------------
                0.00    0.00       3/3           luaZ_fill [269]
[262]    0.0    0.00    0.00       3         getF [262]
-----------------------------------------------
                0.00    0.00       1/3           luaK_infix [112]
                0.00    0.00       2/3           luaK_posfix [108]
[263]    0.0    0.00    0.00       3         isSCnumber [263]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[264]    0.0    0.00    0.00       3         luaL_addvalue [264]
                0.00    0.00       3/13          lua_tolstring [231]
                0.00    0.00       3/82          lua_settop [199]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[265]    0.0    0.00    0.00       3         luaL_buffinit [265]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[266]    0.0    0.00    0.00       3         luaL_checklstring [266]
                0.00    0.00       3/13          lua_tolstring [231]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[267]    0.0    0.00    0.00       3         luaL_checknumber [267]
                0.00    0.00       3/3           lua_tonumberx [273]
-----------------------------------------------
                0.00    0.00       3/3           getgeneric [181]
[268]    0.0    0.00    0.00       3         luaS_eqlngstr [268]
-----------------------------------------------
                0.00    0.00       1/3           f_parser [33]
                0.00    0.00       2/3           inclinenumber [204]
[269]    0.0    0.00    0.00       3         luaZ_fill [269]
                0.00    0.00       3/3           getF [262]
-----------------------------------------------
                0.00    0.00       3/3           luaL_tolstring [95]
[270]    0.0    0.00    0.00       3         lua_isinteger [270]
                0.00    0.00       3/382         index2value [193]
-----------------------------------------------
                0.00    0.00       3/3           str_format [101]
[271]    0.0    0.00    0.00       3         lua_pushlightuserdata [271]
-----------------------------------------------
                0.00    0.00       3/3           io_noclose [125]
[272]    0.0    0.00    0.00       3         lua_pushnil [272]
-----------------------------------------------
                0.00    0.00       3/3           luaL_checknumber [267]
[273]    0.0    0.00    0.00       3         lua_tonumberx [273]
                0.00    0.00       3/382         index2value [193]
-----------------------------------------------
                0.00    0.00       2/2           luaD_reallocstack [173]
[274]    0.0    0.00    0.00       2         correctstack [274]
-----------------------------------------------
                0.00    0.00       2/2           luaD_rawrunprotected <cycle 1> [29]
[275]    0.0    0.00    0.00       2         f_call [275]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [10]
[276]    0.0    0.00    0.00       2         luaD_growstack [276]
-----------------------------------------------
                0.00    0.00       2/2           luaY_parser [34]
[277]    0.0    0.00    0.00       2         luaD_inctop [277]
-----------------------------------------------
                0.00    0.00       1/2           internshrstr [119]
                0.00    0.00       1/2           luaS_init [163]
[278]    0.0    0.00    0.00       2         luaE_warnerror [278]
-----------------------------------------------
